question,label
넥타이핀 정도는 선물로 줘 괜찮겠지,OOD
노는게 제일 좋아,OOD
노래 못해서 노래방 안 가,OOD
노래 잘 부르는 사람 부러워,OOD
노래 잘하고 싶어,OOD
노래 잘하는 사람 부러워,OOD
노래방 가면 어색할까,OOD
노래방 걸 거 같은데 뭐 부르지,OOD
노래방 노잼,OOD
노래방 데이트 할 거 같은데 뭐 부르지,OOD
노력해 성적이 안 나와,OOD
노력해 안되는 거 같애,OOD
노력해 잘 안되는 공부,OOD
노메이크업인데 전남친 만남,OOD
노처녀 히스테리,OOD
노처녀인데 자꾸 화 낸다,OOD
노트북 백업 안까먹고 해야지,OOD
노트북 부팅 안돼,OOD
노트북 사줘,OOD
노트북 안돼,OOD
노후 걱정 벌써 해야하나,OOD
노후 걱정할 나이는 아닌데,OOD
녹차 마실래,OOD
녹차 한 잔 어때,OOD
논문 쓰기 힘들다,OOD
논문이 잘 안 써져,OOD
놀고 싶다,OOD
놀리기 쉬운 대상인가봐,OOD
놀면서 돈 벌고 싶어,OOD
놀아 줄 사람 없어,OOD
놀아 줄거지,OOD
놀아줘,OOD
놀아줘 놀아줘,OOD
놀이공원 데이트 어때,OOD
놀이공원 알바 재밌대,OOD
놀이동산 가자고 해볼까,OOD
놀이터 친구 없어,OOD
놀이터 뛰어 놀고 싶은데 친구 없어,OOD
농구하다 다쳤어,OOD
농구하다 무르팍 깨짐,OOD
농구하러 가야지,OOD
농구해야지,OOD
농담처럼 진담하는 사람,OOD
농사 짓고 살까,OOD
농촌 봉사활동 간다,OOD
농활 간다,OOD
뇌용량 초과,OOD
누 내 욕하는 거 같아,OOD
누 만들었니,OOD
누 문열다 내차 긁었어,OOD
누구 소개 좀 시켜줘 봐봐,OOD
누구나 힘든거지,OOD
누구냐 넌,OOD
누구 결혼해야 할까,OOD
누구세요,OOD
누구야,OOD
누굴 닮아서 그런건지,OOD
누굴 만나는 것 귀찮아,OOD
누락된걸까,OOD
누우면 바로 자,OOD
누우면 자,OOD
누워 있는데 잠이 안 와,OOD
눈 또 와,OOD
눈 많이 왔어,OOD
눈 쌓였어,OOD
눈 좀 안 왔으면,OOD
눈꺼풀이 무거워,OOD
눈물 나서 못 멈추겠어,OOD
눈물 나올거 같아,OOD
눈물 나올라 그래,OOD
눈물이 많아졌어,OOD
눈썹 문신 어때,OOD
눈썹 문신 하면 편할까,OOD
눈썹 문신 해볼까,OOD
눈썹이 귀여워,OOD
눈썹이 씰룩씰룩,OOD
눈이 건조해,OOD
눈이 계속 뻑뻑해,OOD
눈이 너무 나빠졌어,OOD
눈이 너무 많이 와,OOD
눈이 뻑뻑해,OOD
눈이 아파,OOD
눈이 안 떠져,OOD
눈이 자꾸 나빠지는 것 같아,OOD
눈이 침침해,OOD
눈이 피곤해,OOD
눕자마자 잘 거 같아,OOD
뉴게임 없나,OOD
뉴스 재미없어,OOD
뉴스는 역시 지루해,OOD
느낌이 왔어,OOD
느낌이 좋아,OOD
늘 빡빡하게 살기 힘드네,OOD
능력이 너무 안돼,OOD
능력이 없는 거 같아,OOD
능력치 제로,OOD
늦게 까지 술 먹나 보다,OOD
늦어지고 있는데 변명이 생각 안나,OOD
늦은 시간 걸어다니니까 무서워,OOD
늦잠과 브런치 수다 있는 주말,OOD
니 상사는 누구니,OOD
다 그만 두고 싶다,OOD
다 그만하고싶어,OOD
다 끝나가니 좋을줄만 알았는데,OOD
다 나 좋아했으면 좋겠어,OOD
다 내 잘못이지,OOD
다 내 잘못인 것 같아,OOD
다 때려 치우고 싶어,OOD
다 마음 안 들어,OOD
다 알고 있을까,OOD
다 잘 될거야,OOD
다 잘해,OOD
다 필요없어,OOD
다 허무하다,OOD
다 힘들겠지,OOD
다 오지마,OOD
다들 행복한 거 같은데,OOD
다른 거 시작 해볼까,OOD
다른 거 해볼까,OOD
다른 건 무감각한데 이건 예민해,OOD
다른 사람 다 힘들겠지,OOD
다른 사람들 사랑 베풀고 싶어,OOD
다른 사람들은 잘하는것 같아서 초초해,OOD
다른 사람들은 행복할까,OOD
다른 사람들은 행복해 보이는데,OOD
다른 사람들이 나 좋아했으면 좋겠어,OOD
다른 사람은 다 행복해보여,OOD
다른 사람 시선이 너무 신경쓰여,OOD
다른 생각 하는 사람 많다,OOD
다른 학과 간다,OOD
다리 꼬면 안되는데 습관 안고쳐져,OOD
다리 떠는거 말들음,OOD
다리 떠는거 지적받았어,OOD
다리 떨면 안 좋아,OOD
다리 떨면 진짜 복나가나,OOD
다리 덜덜 떨려,OOD
다리 부은 거 같아,OOD
다리 퉁퉁 부었어,OOD
다리 후덜덜,OOD
다리꼬지마,OOD
다시 만나자는 건 아닌데 보고 싶어,OOD
다시 태어나 챗봇할래,OOD
다시 태어난다면,OOD
다육이 좀 심어볼까,OOD
다육이 키워보까,OOD
다음 또 만나자,OOD
다음 봐,OOD
다이어트 성공하고 싶은데,OOD
다이어트해야 되는데,OOD
다크서클 내려왔어,OOD
다크서클 턱밑 있다,OOD
단거 땡긴다,OOD
단독주택 살고 싶어,OOD
단둘이는 처음,OOD
단둘이는 처음 만나는 날ㅋㅋ,OOD
단발 어울릴까,OOD
단발 해볼까,OOD
단수,OOD
단수래,OOD
단순하다,OOD
단체생활 많이 힘든가,OOD
단체생활 적응이 안돼,OOD
단체생활 해야 되는거 싫다,OOD
단체생활 힘들어,OOD
달달한 거 먹고 싶다,OOD
달달한 마카롱 먹고 싶다,OOD
달달한 연애 하고 싶어,OOD
달력이 또 넘어가네,OOD
달리 보이고 싶은데 뭐할까,OOD
달콤한 와플 먹고 싶어,OOD
담배 끊는 거 어려워,OOD
담배 너무 비쌈,OOD
담배 비싸,OOD
담배 왤케 비싸,OOD
담배끊었었는데 담배 피고 싶다,OOD
담뱃값이 왜 이렇게 비싸,OOD
답 없는 내 인생,OOD
답례품 뭐하지,OOD
답례품 뭘로 할까,OOD
답이 안와,OOD
답이 어디있을까,OOD
답정녀 안 만나는 방법 있나,OOD
답정녀 어떡해,OOD
답정녀 좀 싫어,OOD
답정녀 퇴치법,OOD
답하기 싫은가봐,OOD
당구 쳤어,OOD
당구 치고 옴,OOD
당당하게 비키니 입고 싶다,OOD
당당하기 어려워,OOD
대기업 아니어 될까,OOD
대기업 취직 어려울까,OOD
대기업 취직하고 싶어,OOD
대기업은 접어야 할 듯,OOD
대놓고 말했으면 좋겠어,OOD
대놓고 질린대,OOD
대답 잘하니,OOD
대답이 너무 빨라,OOD
대리 불렀는데 안 오네,OOD
대리님은 갈구는게 취미인 듯,OOD
대리님이 너무 갈궈,OOD
대리운전 불렀어,OOD
대리효 극혐,OOD
대리효 짜증,OOD
대빵 큰 여드름 올라와,OOD
대외활동하다 만났어,OOD
대우 좀 해줬으면,OOD
대우 별로야,OOD
대우 안해줘,OOD
대청소 해야지,OOD
대체불가한 사람 되고 싶어,OOD
대체불가한 사람 될 수 있을까,OOD
대출 갚다 죽겠어,OOD
대출 갚으면 한 평생 다 갈듯,OOD
대출 언제 다 갚냐,OOD
대출 이자 왜 이렇게 많이 나오지,OOD
대출받아 괜찮을까,OOD
대출이 너무 많아,OOD
대충한 거 아닌데,OOD
대충했다고 혼났어,OOD
대학 가는 게 낫지,OOD
대학 가면 좋겠지,OOD
대학 가면 행복할까,OOD
대학 가야 하나,OOD
대학 간다고 달라질까,OOD
대학 나온 거 부러워,OOD
대학 다 떨어졌어,OOD
대학 떨어 졌어 휴,OOD
대학가야지,OOD
대학원 가는게 좋 것 같아,OOD
더 격렬하게 아무 것 안하고 싶다,OOD
더 나은 학교생활 하고 싶어,OOD
더 이상 나 안 왔으면 좋겠어,OOD
더 이상 못할거 같아,OOD
더 이상 안 왔으면 좋겠어,OOD
더우니까 무서운 이야기 듣고싶지,OOD
더워,OOD
더워 미치겠다,OOD
더워 죽겠다,OOD
더워더워,OOD
더워서 잠 못자,OOD
더워서 죽 것 같아,OOD
덕수궁 돌담길 걸었어,OOD
덕수궁 돌담길 따라서 둘이 걸었어,OOD
덕질 중,OOD
덕질 하는 중,OOD
덜 싸우는 법,OOD
데려다 주느라 막차 놓침,OOD
데려다 주지 않고,OOD
데이트로 놀이공원 가는거 어때,OOD
도대체 중간 없어,OOD
도로 얼었어,OOD
도서관 가서 공부해야지,OOD
도서관 가야지,OOD
도서관 앞자리 사람 괜찮다,OOD
도서관 책 반납 안햇다,OOD
도서관 책 빌리러 가려고,OOD
도서관 괜찮은 사람 봤어,OOD
도시락 싸가지고 가야지,OOD
도시락 싸가지고 다닐까,OOD
도시락 싸는 거 귀찮은데 사먹을까,OOD
도시락 싸볼까,OOD
도시락 싸봐야지,OOD
도시락 싸옴,OOD
도시락 싸왔어,OOD
도와준 사람들 너무 고맙다,OOD
도전하기 싫다,OOD
독감 같아,OOD
독박 육아 짜증나,OOD
독서 좀 해야겠어,OOD
독학하려니까 힘들어,OOD
돈 가지고 유세부려,OOD
돈 굴리기,OOD
돈 다 썼어,OOD
돈 다 어디 갔나,OOD
돈 다 어디 쓴지 모르겠네,OOD
돈 다 없어졌어,OOD
돈 많으면 좋겠지,OOD
돈 많은 백수 하고 싶어,OOD
돈 많이 벌고 싶어,OOD
돈 많이 벌었으면 좋겠어,OOD
돈 모으고 싶어,OOD
돈 모으는 재미,OOD
돈 모으는 재미 있네,OOD
돈 버는 게 쉽지 않음,OOD
돈 버는 게 어렵구만,OOD
돈 벌고 싶어,OOD
돈 벌고 싶어,OOD
돈 벌면 뭐하나,OOD
돈 벌어서 뭐하지,OOD
돈 빌려줬는데 연락 두절,OOD
돈 빌려줬는데 잠수탔어,OOD
돈 안드는 데이트 코스,OOD
돈 어디갔지,OOD
돈 없는데 투잡이라 해야 할까,OOD
돈 없어,OOD
돈 없어 갈 수 있는 데이트 코스,OOD
돈 없으면 결혼 못하겠다,OOD
돈 잃어버렸어,OOD
돈 좀 모아야 할텐데,OOD
돈 좀 빌려줘,OOD
돈 쥐꼬리만큼 가지고 유세부리는 꼴이라니,OOD
돈없이 결혼하기 가능,OOD
돈은 어떻게 모으는 거임,OOD
돈이 똑 떨어짐,OOD
돈이 안 모여,OOD
돈이 엄떠,OOD
돈이 없네,OOD
돈이 없어 졌어,OOD
돈이 천원밖 없어,OOD
돈이 하나 없어,OOD
돈이라 많으면 좋을텐데,OOD
돌겠다,OOD
돌아버리겠다 진짜,OOD
돌잔치 가야지,OOD
동기 나보다 먼저 진급,OOD
동기는 진급하는데,OOD
동료 너무 게을러,OOD
동문서답 해,OOD
동상 걸릴 뻔했어,OOD
동상 걸릴거 같아,OOD
동생이 나 제끼고 결혼하겠대,OOD
동생이 먼저 결혼하겠대,OOD
동생 대판 싸움,OOD
동생 싸웠어,OOD
동생 약점 잡혔어,OOD
동생 짜증냈어,OOD
동생 화냈어,OOD
동성 친구들이 편해,OOD
동성이 좋아,OOD
동호회 가야지,OOD
동호회 나가기 귀찮아,OOD
동호회 나가야 하나,OOD
동호회 나가지 말까,OOD
동호회 약속 있어,OOD
동호회 재미 없어졌어,OOD
되게 건조하네,OOD
되고 싶은 게 두 개야,OOD
되고 싶은 게 없어,OOD
되는 일이 하나 없네,OOD
두 사람만 좋으면 되는줄 알았는데 아니었나봐,OOD
두고 봐,OOD
둔한 편인데 이것만 예민해,OOD
둘이 사귀는 거 같애,OOD
뒤돌아 보지 말고 나가야 하는데,OOD
뒤 누 따라 오는 것 같아 무서워,OOD
뒤 발자국 소리 나서 놀램,OOD
뒤 얘기하면 내 못 들 줄 알았나봐,OOD
뒤 호박씨까면 내 못 들 줄 알았나,OOD
뒤척이다 늦잠 자게 되네,OOD
뒷통수 맞았어,OOD
뒷통수 제대로 맞음,OOD
드디어 개강이다,OOD
드디어 데이트인데 뭐하지,OOD
드디어 봄이 오나봐,OOD
드디어 손 잡음,OOD
드디어 승진함,OOD
드디어 졸업한다,OOD
드디어 천일,OOD
드디어 커플 반지 받았어,OOD
드라마 볼 게 없어,OOD
드라마나 보면서 놀고 싶다,OOD
드라이 잘 안되네,OOD
드라이 잘 안돼,OOD
드라이브 데이트 해야겠다,OOD
드라이브 하면서 데이트 해야겠다,OOD
드라이플라워 만들었어,OOD
드레스룸 만들고 싶다,OOD
드레스룸 있으면 좋겠다,OOD
드론 자격증 딸까,OOD
드론 조종사 자격증 따면 재밌 거 같아,OOD
듬직한 사람 좋아,OOD
등록금 너무 비싸다 허리 휨,OOD
등록금 비싸다,OOD
등산할까,OOD
따듯해서 좋다,OOD
따듯해지니까 살 것 같다,OOD
따뜻한 물이 안나와,OOD
딱 좋아,OOD
딴 거 뭐 할 줄 알아,OOD
딴 일 찾아볼까,OOD
딸기 먹어야지,OOD
딸기 먹을래,OOD
딸기 좋아,OOD
땅 사면 좋겠다,OOD
땅이나 살까,OOD
때려 치고 싶다,OOD
떨리나봐,OOD
떨어뜨려서 핸드폰 액정 나갔어,OOD
또 개강이라니,OOD
또 개강이야,OOD
또 공부해야돼,OOD
또 눈 내려,OOD
또 못 만났어,OOD
또 뭘 먹나,OOD
또 살찐 거 같아,OOD
또 스팸 전화,OOD
또 야근,OOD
또 어떻게 버티지,OOD
또 전화 안받아,OOD
또 지각하네,OOD
또 폭식했다,OOD
또 한달이 지나갔네,OOD
또라이 너무 많아,OOD
또라이들 짱 많아,OOD
똑 부러지게 말해야지,OOD
똑같은 나날들,OOD
똑똑,OOD
똑똑하면 좋겠다,OOD
똑똑해지고 싶다,OOD
똥마려,OOD
뜻밖 고민 하고 있어,OOD
띰띰해요 놀아 주세요,OOD
라면 맛있게 끓이는 법 알려줘,OOD
라면 먹고 갈래,OOD
라면 먹고 싶어,OOD
라면 먹어야겠다,OOD
라면 먹을래,OOD
라면 잘 끓이는 법,OOD
랜선 집사됐어,OOD
레고 사고 싶은데 비싸,OOD
레고 비싸,OOD
레시피대로 한 거 같은데 왜 맛이 없지,OOD
레시피대로 했는데 왜 맛이 없지,OOD
렌터카 빌릴까봐,OOD
로그인 아이디 기억안나,OOD
로그인 아이디 까먹었다,OOD
로또 당첨 번호 불러봐,OOD
로또 당첨 번호 불러 주세요,OOD
로또 당첨 좀 됐으면,OOD
로또 번호 알려줘,OOD
로또 번호 알려줘,OOD
로또 좀 됐으면,OOD
롯데월드 가자고 해볼까,OOD
롱패딩 살까,OOD
롱패딩 필요할까,OOD
리모델링할까,OOD
리치치즈피자 먹고 싶다,OOD
리폼 해볼까,OOD
마딩 있는 주택 살고 싶어,OOD
마라톤 나가볼까,OOD
마라톤 출전할까,OOD
마른 기침 나와,OOD
마른 기침이 계속 나오네,OOD
마스크팩 대량 구매했어,OOD
마스크팩 잔뜩 샀어,OOD
마음 다 잡는 중,OOD
마음 둘 곳이 없어,OOD
마음 잡고 고고씽,OOD
마음 잡고 다시 시작,OOD
마음만은 청춘이야,OOD
마음만은 항상 청춘인데,OOD
마음 드는 거 같은데 고백 왜 안 하지,OOD
마음 안 드는 짓만 해,OOD
마음 하나 안 들어,OOD
마음 보여 주고 싶어,OOD
마음 정리하고 있는데 뜻밖 남자 카톡 했네,OOD
마음 정리하는 중인데 카톡 왔어,OOD
마음 여유 없어,OOD
마음 평화 필요해,OOD
마음이 무거워져,OOD
마음이 보였으면 좋겠어,OOD
마음이 복잡해,OOD
마음이 싱숭생숭해서 자꾸 글 쓰게 되네,OOD
마음이 싱숭생숭해서 자꾸 여기다 쓰게되넹,OOD
마음이 울적해,OOD
마음이 울적해,OOD
마음이 자꾸 급해져,OOD
마음이 조급해,OOD
마음이 착잡하다,OOD
마음이 허해,OOD
마카롱 먹고 싶다,OOD
막 말하는 거 고치고 싶어,OOD
막 뭐 사고 싶어,OOD
막말 좀 안 했으면 좋겠다,OOD
막말 쩔어,OOD
막말 최악이지,OOD
막말 할거 같은데,OOD
막말이 나와,OOD
막말이 제일 나빠,OOD
막말해서 상처줬어,OOD
막차 놓쳤다,OOD
막차 놓쳤다 택시비 아까워,OOD
막차 놓쳤어,OOD
만나기만 하면 싸워,OOD
만나기만 하면 싸워,OOD
만나기만 하면 자꾸 싸우게돼,OOD
만나는게 싫지는 않아,OOD
만나면 싸워,OOD
만나면 좋긴 한데 귀찮아,OOD
만나면 좋은 사람 있어 헤헤,OOD
만나면 좋은데 사귀긴 싫어,OOD
만나서 고백할걸,OOD
만나자고 약속 잡는 것 귀찮아,OOD
만날 땐 좋고 안 만나 괜찮은 거 같아,OOD
만담꾼이네,OOD
만두 먹고 싶어,OOD
만든 사람,OOD
만족 모르나봐,OOD
만족할 줄 몰라,OOD
만족해야겠지,OOD
많이 먹었는데 몸무게 똑 같아,OOD
많이 먹었더니 졸려,OOD
많이 자 피곤해,OOD
말 거는게 어려워,OOD
말 예쁘게 하고 싶어,OOD
말 잘하고 싶어,OOD
말 잘하는 법,OOD
말 좀 잘하면 좋을텐데,OOD
말문이 막힌다,OOD
말문이 탁 막힌다,OOD
말실수했다,OOD
말 못하겠어,OOD
말 수시로 바꾸는 사람 어떻게 해,OOD
말 예쁘게 하면 좋으련만,OOD
말 왜 이렇게 못 알아 듣니,OOD
말 이해 못해,OOD
말 좀 잘 하고 싶어,OOD
말 해놓고 후회돼 죽겠어,OOD
말이 너무 심해,OOD
말이 안 통해,OOD
말이 안 통해,OOD
말이 안돼,OOD
말이 제일 무서운 듯,OOD
말조심해야지,OOD
말투 맘 안들어,OOD
말투 별로야,OOD
말하고 나니 후련하네여,OOD
말하고 후회하면 어떡해,OOD
말하고 후회할까봐 걱정돼,OOD
말하는 대로 다 되면 정말 좋겠다,OOD
말하는게 재밌어,OOD
말하는대로 다 됐으면 좋겠다,OOD
말하는대로 이루어졌으면,OOD
말하지 말걸,OOD
말해봐,OOD
맘 편한 데 없어,OOD
맘속 조금씩 정리 돼가네,OOD
맛있는 거 먹고 싶은데 살 찔까봐 걱정돼,OOD
맛있는 냄새나,OOD
망고빙수 맛있다,OOD
맞는 결정 한거겠지,OOD
맞는 선택일까,OOD
맞춤법 많이 틀리는 사람,OOD
맞춤법 자꾸 틀리는 사람,OOD
맞춤법 자꾸 틀리는 남친 깬다,OOD
매운 국물 떡볶이 먹고 싶다,OOD
매운 닭발 먹고 싶다,OOD
매운 칼국수 고고,OOD
매일 아침 피곤해,OOD
매일 타는 버스 보는 그 사람,OOD
매콤한 닭발 생각나,OOD
맥주 마셔야지,OOD
맥주 마실까 소주 마실까,OOD
맥주 소주 어떤거 마실까,OOD
맥주 한 잔 어때,OOD
맥주 한 잔 할래,OOD
맥주 한 잔 해야지,OOD
맨날 놀기만 했으면 좋겠어,OOD
맨날 똑같아,OOD
맨날 똑같애,OOD
맨날맨날 똑같아,OOD
맨몸 결혼하기 가능,OOD
머리 기름낀거 티나나,OOD
머리 깎고 올게,OOD
머리 깎아야겠다,OOD
머리 깎아야지,OOD
머리 냄새날텐데,OOD
머리 다듬어 달라고 그럴까,OOD
머리 또 잘라야 돼,OOD
머리 바꿀까,OOD
머리 스타일 바꿀까,OOD
머리 아파,OOD
머리 아픈 거 같애,OOD
머리 안 감은 거 티나나,OOD
머리 안감았더니 떡졌어,OOD
머리 어떻게 깎을까,OOD
머리 어떻게 할까,OOD
머리 염색 해야지,OOD
머리 용량 초과,OOD
머리 좀 다듬을까,OOD
머리 짧게 잘라야지,OOD
머리 하나 안 남 것 같아,OOD
머리 한 대 맞은 거 같아,OOD
머리 확 잘라버려야지,OOD
머리 너무 빨리 자라,OOD
머리 너무 아프네,OOD
머리 띵한게 한 대 맞은거 같아,OOD
머리 띵해,OOD
머리 좀 아프다,OOD
머리 지끈거려,OOD
머리 콕콕 쑤셔,OOD
머리만 바빠,OOD
머리스타일 바꿔볼까,OOD
머리스타일 어떻게 바꾸지,OOD
머리 열날거 같다,OOD
머리카락 많이 빠져,OOD
머리카락 쑥쑥 빠지는 느낌,OOD
머리카락이 엄청 빠져,OOD
머리카락이 자꾸 빠져,OOD
머릿결 좀 찰랑거렸으면 좋겠어,OOD
머릿속이 복잡해,OOD
머릿속이 정리 안돼,OOD
머릿속이 하얘졌어,OOD
먹고 나니까 졸리당,OOD
먹고 살기 힘들다,OOD
먹고 자고,OOD
먹고 자고 놀고만 싶어,OOD
먹고 자고 먹고 자고,OOD
먹고 자 놀기만 해 될까,OOD
먹고 자 되나,OOD
먹고 죽 돈 없어,OOD
먹기 귀찮아,OOD
먹으면 살 찔까봐 걱정돼,OOD
먹 거 뭐 없나,OOD
먹 거 하나 없어,OOD
먹 게 일 없어,OOD
먹을까 참을까,OOD
먹통이야 답답하다,OOD
먼저 잘게 잘자,OOD
멋지게 나이들고 싶다,OOD
멋지게 늙고 싶다,OOD
멋지게 살고 싶었는데,OOD
멋진 데 알아 냈어,OOD
멋진 삶 살고 싶어,OOD
멍 때리기,OOD
멍 때리는 중,OOD
멍청한게 탈이지,OOD
메뉴얼이 있으면 뭐하나,OOD
메뉴얼이 있으면 뭐해,OOD
메모리카드 어디다 두었을까,OOD
메모리카드 잃어버렸어,OOD
메모하는 습관 필요해,OOD
메모하는 습관 기르고 싶어,OOD
메이크업 동영상 보는 중,OOD
며칠 전 다시 만났는데,OOD
면 귀찬하,OOD
면도기 또 사야돼,OOD
면도기 사야되는데,OOD
면도기 새로 사야돼,OOD
면도기 이것저것 사야되는데,OOD
면도안하면 안되나,OOD
면도하기 귀찮,OOD
면도하는 게 낫겠지,OOD
면도해야 되는데 귀찮아,OOD
면세 뭐 사지,OOD
면세점 쇼핑할거야,OOD
면접 때 너무 떨려,OOD
면접 어떻게 잘 보냐,OOD
면접 잘 보고 싶어,OOD
면접 잘 볼 수 있을까,OOD
면접 준비 방법,OOD
면접 준비 어떻게 하지,OOD
면접 준비중이야,OOD
면접 팁 좀 줘,OOD
면접만 남았어,OOD
면접만 보면 돼,OOD
면접만 보면 떨려서 말 못하겠어,OOD
면접이 코앞이야,OOD
면허 따는 중,OOD
면허 따야하나,OOD
면허 딸까봐,OOD
면허 없는데,OOD
면허 없는데 따야겠지,OOD
명절 다가오니까 스트레스,OOD
명절 선물 뭐하지,OOD
명절 스트레스,OOD
명품 선물 부담스러울까,OOD
명품 이제 사지 말아야겠어,OOD
몇 반 될지 궁금해,OOD
몇시간 동안 안와,OOD
모공 너무 커,OOD
모공 점점 커지는 것 같아,OOD
모기 너무 많아,OOD
모기 웽웽거려,OOD
모든 일이 어려워,OOD
모르겠는데 노력하래,OOD
모르는 걸까 모르는 철 하는 걸까,OOD
모르는 게 너무 많아,OOD
모르는 번호로 전화왔어,OOD
모르는 번호 전화오면,OOD
모르는 사람 만나는거 너무 스트레스야,OOD
모르는 사람들이 페친 신청해,OOD
모르는 사람 자꾸 쳐다봐,OOD
모른 척 하는 건지 모르는 건지,OOD
모른 척 하는건가,OOD
모른척 지나쳤어,OOD
모른척 해줬어,OOD
모임 만났어,OOD
목 마르다,OOD
목 말라,OOD
목 아파,OOD
목 탄다,OOD
목걸이 선물이 좋겠다,OOD
목걸이 선물해볼까,OOD
목돈 만들기,OOD
목소리 좋은 사람 좋아,OOD
목욕탕 가서 때밀어야겠다,OOD
목욕탕 가야지,OOD
목이 바싹바싹 탄다,OOD
목이 뻐근해,OOD
목이 뻑뻑해,OOD
목이 칼칼해,OOD
목표 없어,OOD
목표 없어서 걱정임,OOD
몰라서 당했어,OOD
몰랐구나,OOD
몸매 탄탄하면 좋은데,OOD
몸무게 좀 줄었으면,OOD
몸살 감기 걸릴 거 같아,OOD
몸살 나서 힘들어,OOD
몸살 났나봐,OOD
몸 힘이 하나 없어,OOD
몸 멀어지면 맘 멀어진데,OOD
몸이 무거워,OOD
몸이 여러 개면 좋겠다,OOD
몸이 영 찌뿌둥해,OOD
몸이 찌뿌둥해,OOD
몸이 천근만근이다,OOD
못 알아들었어,OOD
못하는 게 없는 사람,OOD
못하는거 투성이야,OOD
못하는게 너무 많아,OOD
무기력증 극복하는 방법,OOD
무기력증 어떻게 극복하지,OOD
무기력한 것일뿐,OOD
무기력해,OOD
무료 앱이 유료로 됐어,OOD
무릎 쑤셔,OOD
무릎 아파,OOD
무릎 안 좋으면 스쿼트 하면 안되겠지,OOD
무리 잘못 낀 듯,OOD
무사안일 기원,OOD
무서운 꿈 꿨어,OOD
무서운 이야기 해줄까,OOD
무서워서 달려왔어,OOD
무서워서 뛰어 왔어,OOD
무서워요,OOD
무슨 말 해야할까,OOD
무슨 매주 결혼식이야,OOD
무슨 생각해,OOD
무슨 향수 좋을까,OOD
무지 덥다,OOD
무한리필 가면 너무 돼지처럼 보일까,OOD
무한리필 괜찮지 않아,OOD
문 안열림,OOD
문 여는 소리같은게 나서 무서움,OOD
문 잠겼는데 집 아무 없네,OOD
문신하고 싶은데 후회할까,OOD
문신하면 후회하려나,OOD
문열다 옆차 부딪혔어,OOD
문이 안열려,OOD
문자보낼 친구 없어,OOD
문콕당했어,OOD
문콕한듯,OOD
문화 너무 다른 것 같아,OOD
문화센터 가야지,OOD
문화센터라 가야겠다,OOD
물 끓여서 차 마셔야지,OOD
물 끓여야지,OOD
물 너무 차가워,OOD
물 마셔야지,OOD
물 마실라구,OOD
물 많이 마셔야 돼,OOD
물 많이 마시라고 했는데,OOD
물 자주 마셔야지,OOD
물 좋은데 어디야,OOD
물 주문해야지,OOD
물 차가워,OOD
물 한 잔 마시기,OOD
물 왤케 비쌈,OOD
물가 왜 이렇게 비쌈,OOD
물건 사는것 힘드네,OOD
물걸레질해야지,OOD
물리치료 받아야 하나,OOD
물리치료 받아야겠다,OOD
물배달 시켜야겠다,OOD
물이 안 나와,OOD
물이 안나온데,OOD
뭐 먹 거 없나,OOD
뭐 먹을까,OOD
뭐 먹지,OOD
뭐 물어 볼까,OOD
뭐 볼까,OOD
뭐 이렇게 쉬운 게 없지,OOD
뭐 입고 가지,OOD
뭐 입고 나가지,OOD
뭐 입지,OOD
뭐 좀 먹을까,OOD
뭐 좀 물어 봐 돼,OOD
뭐 좀 배워볼까봐,OOD
뭐 하는 중,OOD
뭐 하는지 궁금해,OOD
뭐 할줄 알아,OOD
뭐 해,OOD
뭐 해주기 싫어,OOD
뭐 잘못된 걸까,OOD
뭐 중요한지 모르겠어,OOD
뭐라 하려다 참았어,OOD
뭐라고 하고 싶었는데 참았어,OOD
뭐라고,OOD
뭐라 배워볼까,OOD
뭐부터 바꿔야 할까,OOD
뭐야 너무 건방져,OOD
뭐하고 놀지,OOD
뭐하고 살지,OOD
뭐하냐,OOD
뭐하는 분이세요,OOD
뭐하면 시간 잘 갈까,OOD
뭐하면 시간 잘 갈까,OOD
뭐하면서 노는 게 좋을까,OOD
뭐하면서 놀까,OOD
뭐할까,OOD
뭐해 먹지,OOD
뭔 날이여,OOD
뭔 비밀이 그렇게 많은지,OOD
뭔 참견이야,OOD
뭔 뒷맛이 쓰다,OOD
뭔 말해봐,OOD
뭔 무섭다,OOD
뭔 배워볼까,OOD
뭔 불공평해,OOD
뭔 새로운 자극이 필요해,OOD
뭔 수상한데,OOD
뭔 자꾸 불안해,OOD
뭔 찔려,OOD
뭔 취미생활 필요해,OOD
뭔 해야 할까,OOD
뭘 바꿔야 할까,OOD
뭘 배워 볼까,OOD
뭘 잘못했다는 걸까,OOD
뭘 해 재미없다,OOD
뭘하면 행복할까,OOD
뭘해 귀여워,OOD
뭣이 중한지 모르겠어,OOD
미끄러질 뻔했어,OOD
미드 보고싶다,OOD
미래 대한 고민,OOD
미용 몸무게하고 싶다,OOD
미용실 가서 머리해야지,OOD
미용실 가야지,OOD
미용실 갔다왔는데 티 안 나,OOD
미용실 너무 티 안 나게 머리 잘라줬어,OOD
미운 짓만 해,OOD
미워,OOD
미워한다,OOD
미친 사람들이 너무 많아,OOD
미친듯이 덥다,OOD
미팅한다,OOD
믿는 게 아니었어,OOD
믿지 말껄,OOD
밉다 진짜,OOD
바나나 먹고 싶다,OOD
바나나 먹어야지,OOD
바나나 좋아,OOD
바라는게 없어,OOD
